VGR ordrsp verification result !!!
ORDRSP Copy back checked on 2014-12-05 at 2014-12-22_05-57-13
 
Integration Missing ordrsps Count - 767
 
Database ordrsp count - 12423
 
Integration Missing ORDRSP ID/s list.
----------------------------------------------
ORDER ID | ORDRSP ID
 OR61952107|15836022
 OR61952108|1115937
 OR61952109|101190078
 OR61952110|6979641
 OR61952110|6985675
 OR61952111|101190082
 OR61952112|1115943
 OR61952113|101190084
 OR61952114|101190108
 OR61952115|1115989
 OR61952116|101190169
 OR61952117|101190181
 OR61952118|1115997
 OR61952119|615623
 OR61952120|6981407
 OR61952121|101190219
 OR61952122|1116075
 OR61952123|101190220
 OR61952124|6987589
 OR61952125|6987590
 OR71126149|6973487
 OR71126149|6973506
 OR71126150|6973509
 OR71126150|6973532
 OR71126151|6976280
 OR71126151|6976417
 OR71126152|6976281
 OR71126152|6976397
 OR71126153|6977411
 OR71126154|1115884
 OR71126155|6977413
 OR71126156|6979012
 OR71126157|6979013
 OR71126158|6984017
 OR71126159|6984021
 OR71126160|6986035
 OR731187925|608617
 OR731188968|612253
 OR731189158|612884
 OR731189301|613329
 OR731189595|614337
 OR731189621|6125862584
 OR731189676|15834360
 OR731189680|15834361
 OR731189738|614760
 OR731189754|614816
 OR731189773|614832
 OR731189778|614852
 OR731189782|614881
 OR731189783|614882
 OR731189795|615016
 OR731189799|1115781
 OR731189806|1115805
 OR731189808|615155
 OR731189809|1115810
 OR731189810|615157
 OR731189814|1115814
 OR731189815|1115815
 OR731189817|1115817
 OR731189819|1115820
 OR731189824|6975378
 OR731189824|6978857
 OR731189825|6975384
 OR731189825|6978884
 OR731189826|6975385
 OR731189826|6978908
 OR731189826|6981097
 OR731189827|6975386
 OR731189827|6978891
 OR731189828|6975387
 OR731189828|6978901
 OR731189829|6975391
 OR731189829|6978960
 OR731189830|6975393
 OR731189830|6978838
 OR731189831|6975399
 OR731189831|6978917
 OR731189832|6975401
 OR731189832|6978367
 OR731189833|6975482
 OR731189833|6978442
 OR731189834|6975483
 OR731189834|6978177
 OR731189835|6975484
 OR731189835|6978860
 OR731189836|6975485
 OR731189836|6978355
 OR731189836|6981094
 OR731189836|6987527
 OR731189837|6975486
 OR731189837|6978108
 OR731189838|1115841
 OR731189839|15835182
 OR731189840|6975488
 OR731189840|6978181
 OR731189841|6975489
 OR731189841|6978412
 OR731189842|6975493
 OR731189842|6978347
 OR731189843|6975495
 OR731189843|6978340
 OR731189844|6975496
 OR731189844|6978373
 OR731189845|1115842
 OR731189846|6975497
 OR731189846|6978744
 OR731189847|6975500
 OR731189847|6978898
 OR731189848|6975507
 OR731189848|6978942
 OR731189849|6975511
 OR731189849|6978411
 OR731189850|6975513
 OR731189850|6978867
 OR731189851|6975516
 OR731189851|6979003
 OR731189852|6975517
 OR731189852|6978263
 OR731189853|6975519
 OR731189853|6978394
 OR731189854|6975520
 OR731189854|6978253
 OR731189856|6975531
 OR731189856|6978834
 OR731189857|6975533
 OR731189857|6978357
 OR731189858|6975535
 OR731189858|6975536
 OR731189859|6975546
 OR731189859|6975547
 OR731189860|6975556
 OR731189860|6978902
 OR731189861|6975558
 OR731189861|6978459
 OR731189862|6975560
 OR731189862|6978923
 OR731189863|6975684
 OR731189863|6978249
 OR731189863|6985024
 OR731189864|6975685
 OR731189864|6978128
 OR731189865|6975686
 OR731189865|6978274
 OR731189866|6975689
 OR731189866|6978870
 OR731189867|6975696
 OR731189867|6978889
 OR731189868|6975705
 OR731189868|6978187
 OR731189869|6975707
 OR731189869|6978878
 OR731189870|6975717
 OR731189870|6978931
 OR731189871|6975725
 OR731189871|6978386
 OR731189872|6975726
 OR731189872|6978372
 OR731189873|6975728
 OR731189873|6978438
 OR731189874|6975729
 OR731189874|6975730
 OR731189875|6975731
 OR731189875|6978102
 OR731189876|6975735
 OR731189876|6978127
 OR731189877|1115845
 OR731189878|615252
 OR731189879|615249
 OR731189881|6975738
 OR731189881|6978124
 OR731189882|6975739
 OR731189882|6978847
 OR731189883|6975740
 OR731189883|6978429
 OR731189884|6975744
 OR731189884|6978132
 OR731189885|6975762
 OR731189885|6978833
 OR731189886|6975763
 OR731189886|6978785
 OR731189887|6975764
 OR731189887|6978840
 OR731189887|6985025
 OR731189888|6975773
 OR731189888|6978096
 OR731189889|6975774
 OR731189889|6978109
 OR731189890|6975777
 OR731189890|6978451
 OR731189891|6975779
 OR731189891|6978537
 OR731189892|6975783
 OR731189892|6978909
 OR731189892|6981095
 OR731189893|6975784
 OR731189893|6978239
 OR731189894|6975787
 OR731189894|6978114
 OR731189895|6975789
 OR731189895|6978356
 OR731189896|6975917
 OR731189896|6978427
 OR731189897|6975923
 OR731189897|6978862
 OR731189898|6975924
 OR731189898|6978453
 OR731189899|6975931
 OR731189899|6978888
 OR731189900|6975934
 OR731189900|6978859
 OR731189901|6975935
 OR731189901|6978346
 OR731189901|6981099
 OR731189901|6987522
 OR731189902|6975937
 OR731189902|6978871
 OR731189912|1115862
 OR731189915|1115874
 OR731189916|1115875
 OR731189917|1115876
 OR731189927|615392
 OR731189928|1115909
 OR731189929|615395
 OR731189930|615394
 OR731189931|615396
 OR731189932|1115912
 OR731189933|15836484
 OR731189938|615437
 OR731189940|6125885495
 OR731189940|POA20141205111034
 OR731189941|615436
 OR731189942|1115916
 OR731189943|615432
 OR731189950|615474
 OR731189951|615475
 OR731189952|1115933
 OR731189955|1115938
 OR731189957|1115940
 OR731189958|1115941
 OR731189961|1115945
 OR731189965|1115960
 OR731189966|615549
 OR731189967|1115961
 OR731189968|1115962
 OR731189969|15836316
 OR731189975|615585
 OR731189984|615610
 OR731189999|1116013
 OR731190000|615667
 OR731190001|615668
 OR731190004|6125888983
 OR731190004|POA20141205132754
 OR731190008|615705
 OR731190009|1116033
 OR731190010|615707
 OR731190011|1116037
 OR731190016|1116042
 OR731190019|615730
 OR731190020|615731
 OR731190021|1116043
 OR731190022|POA20141205135517
 OR731190027|6983300
 OR731190027|6983989
 OR731190033|1116058
 OR731190034|615766
 OR731190043|615838
 OR731190043|OR731190043
 OR731190043|POA20141205144548
 OR731190044|1116076
 OR731190045|615839
 OR731190047|1116081
 OR731190048|615846
 OR731190052|1116090
 OR731190054|1116092
 OR731190061|1116097
 OR731190063|1116100
 OR731190068|6986439
 OR731190068|6986733
 OR731190069|6986440
 OR731190070|6986441
 OR731190070|6986715
 OR731190071|6986442
 OR731190071|6986697
 OR731190072|6986443
 OR731190072|6986696
 OR731190075|6986449
 OR731190075|6986707
 OR731190076|6986450
 OR731190076|6986711
 OR731190076|6987525
 OR731190077|6986452
 OR731190077|6986701
 OR731190078|6986455
 OR731190078|6986716
 OR731192909|6126115292
 OR73267945|614697
 OR73267969|614830
 OR73267975|1115774
 OR73267976|615019
 OR73267977|1115793
 OR73267982|6975331
 OR73267982|6978157
 OR73267983|6975332
 OR73267983|6977644
 OR73267984|6975343
 OR73267984|6977713
 OR73267985|6975402
 OR73267985|6977692
 OR73267986|6975508
 OR73267986|6977722
 OR73267987|6975509
 OR73267987|6977792
 OR73267988|6975510
 OR73267988|6978238
 OR73267989|6975512
 OR73267989|6977639
 OR73267990|6975515
 OR73267990|6977622
 OR73267991|6975522
 OR73267991|6977721
 OR73267992|6975540
 OR73267992|6977657
 OR73267993|6975544
 OR73267993|6978084
 OR73267994|6975676
 OR73267994|6977645
 OR73267995|6975679
 OR73267995|6978078
 OR73267996|6975683
 OR73267996|6978106
 OR73267997|6975687
 OR73267997|6978024
 OR73267998|6975690
 OR73267998|6977706
 OR73267999|6975702
 OR73267999|6978240
 OR73268000|6975718
 OR73268000|6977609
 OR73268001|6975719
 OR73268001|6978049
 OR73268002|6975721
 OR73268002|6977642
 OR73268003|6975724
 OR73268003|6977694
 OR73268004|6975748
 OR73268004|6977696
 OR73268005|6975750
 OR73268005|6977715
 OR73268006|6975753
 OR73268006|6975754
 OR73268007|6975755
 OR73268007|6978047
 OR73268008|6975758
 OR73268008|6978058
 OR73268009|6975765
 OR73268009|6977701
 OR73268010|6975909
 OR73268010|6978059
 OR73268011|6975910
 OR73268011|6978036
 OR73268012|6975911
 OR73268012|6977628
 OR73268013|6975920
 OR73268013|6977978
 OR73268014|6975925
 OR73268014|6978417
 OR73268014|6981096
 OR73268014|6987519
 OR73268015|6975927
 OR73268015|6978042
 OR73268016|6975928
 OR73268016|6978040
 OR73268026|1115905
 OR73268035|1115965
 OR73268037|615562
 OR73268038|1115966
 OR73268042|1116052
 OR73268043|6983302
 OR73268043|6983947
 OR73268047|6986459
 OR73268047|6986693
 OR73268048|6986461
 OR73268048|6986687
 OR73364137|614592
 OR73364160|614803
 OR73364179|6975345
 OR73364179|6977514
 OR73364180|6975377
 OR73364180|6977520
 OR73364181|6975380
 OR73364181|6977542
 OR73364182|6975383
 OR73364182|6977568
 OR73364183|6975389
 OR73364183|6977581
 OR73364185|6975514
 OR73364185|6977436
 OR73364186|6975521
 OR73364186|6977565
 OR73364187|6975523
 OR73364187|6977517
 OR73364188|6975532
 OR73364188|6977421
 OR73364189|6975537
 OR73364189|6977475
 OR73364189|6987517
 OR73364190|6975538
 OR73364190|6975539
 OR73364191|6975545
 OR73364191|6977478
 OR73364192|6975548
 OR73364192|6975550
 OR73364193|6975691
 OR73364193|6977521
 OR73364194|6975715
 OR73364194|6977526
 OR73364195|6975723
 OR73364195|6977545
 OR73364196|6975734
 OR73364196|6977583
 OR73364197|6975770
 OR73364197|6975772
 OR73364198|6975776
 OR73364198|6977481
 OR73364199|6975780
 OR73364199|6977451
 OR73364200|6975921
 OR73364200|6975922
 OR73364201|6975933
 OR73364201|6977535
 OR73364209|6979437
 OR73364209|6979986
 OR73364215|1115999
 OR73364225|615760
 OR73364230|6986444
 OR73364230|6986675
 OR73364231|6986451
 OR73364231|6986688
 OR73364232|6986456
 OR73364232|6986682
 OR73364232|6986947
 OR73461086|6973851
 OR73461086|6973948
 OR73461087|6973854
 OR73461087|6973920
 OR73461088|6973860
 OR73461088|6973862
 OR73461089|6973863
 OR73461089|6973875
 OR73461092|6975382
 OR73461092|6976256
 OR73461094|6975390
 OR73461094|6976216
 OR73461095|6975392
 OR73461095|6977011
 OR73461095|6985026
 OR73461096|6975395
 OR73461096|6976981
 OR73461097|6975396
 OR73461097|6977437
 OR73461098|6975397
 OR73461098|6978055
 OR73461099|6975398
 OR73461099|6977383
 OR73461099|6981098
 OR73461100|6975404
 OR73461100|6976958
 OR73461101|6975552
 OR73461101|6976913
 OR73461102|6975559
 OR73461102|6977014
 OR73461103|6975561
 OR73461103|6976908
 OR73461104|6975568
 OR73461104|6977434
 OR73461105|6975680
 OR73461105|6975869
 OR73461106|6975682
 OR73461106|6976917
 OR73461107|6975688
 OR73461107|6975874
 OR73461108|6975699
 OR73461108|6976368
 OR73461109|6975706
 OR73461109|6976960
 OR73461110|6975716
 OR73461110|6976832
 OR73461110|6982505
 OR73461111|6975733
 OR73461111|6977015
 OR73461112|6975736
 OR73461112|6977027
 OR73461113|6975737
 OR73461113|6975877
 OR73461114|6975742
 OR73461114|6975879
 OR73461115|6975743
 OR73461115|6976951
 OR73461116|6975756
 OR73461116|6976292
 OR73461117|6975761
 OR73461117|6976953
 OR73461118|6975767
 OR73461118|6976998
 OR73461119|6975768
 OR73461119|6977474
 OR73461120|6975778
 OR73461120|6975916
 OR73461121|6975930
 OR73461121|6977020
 OR73461122|6975932
 OR73461122|6977380
 OR73461123|6975939
 OR73461123|6977024
 OR73461136|1115957
 OR73461140|1115981
 OR73461150|6983301
 OR73461150|6983962
 OR73461167|6986445
 OR73461167|6986670
 OR73461168|1116122
 OR73517964|6973865
 OR73517964|6973881
 OR73517965|6975503
 OR73517965|6977608
 OR73517966|6975506
 OR73517966|6977641
 OR73517967|6975727
 OR73517967|6977589
 OR73517968|6975746
 OR73517968|6977585
 OR73517983|1116109
 OR73517986|6986446
 OR73517986|6986678
 OR73517987|6986448
 OR73517987|6986683
 OR73517988|6986460
 OR73517988|6986671
 OR73606603|614522
 OR73606606|614839
 OR73606608|614838
 OR73606615|615093
 OR73606616|1115799
 OR73606617|6974787
 OR73606617|6975033
 OR73606618|6974788
 OR73606618|6974804
 OR73606619|1115838
 OR73606620|615316
 OR73606621|1115860
 OR73606622|615556
 OR73606623|1115967
 OR73606625|1116030
 OR73710010|6975328
 OR73710010|6975834
 OR73710011|6975554
 OR73710011|6975732
 OR73710012|6975555
 OR73710012|6975769
 OR73710013|6975938
 OR73710013|6976085
 OR750100750|OR750100750
 OR75097827|610998
 OR75097844|611035
 OR75097923|612250
 OR75098036|613431
 OR75098105|613927
 OR75098107|613934
 OR75098135|614047
 OR75098139|614112
 OR75098162|614202
 OR75098166|614208
 OR75098169|614224
 OR75098195|614325
 OR75098197|614330
 OR75098198|614332
 OR75098201|614346
 OR75098210|614428
 OR75098220|614438
 OR75098238|614649
 OR75098241|614650
 OR75098245|614651
 OR75098246|614652
 OR75098251|614662
 OR75098256|614670
 OR75098272|001050799
 OR75098272|615034
 OR75098273|615035
 OR75098278|615049
 OR75098279|615047
 OR75098280|615050
 OR75098283|615051
 OR75098284|615056
 OR75098285|615058
 OR75098286|6125882192
 OR75098286|POA20141205080023
 OR75098287|615055
 OR75098289|615053
 OR75098290|615059
 OR75098291|615054
 OR75098293|615072
 OR75098294|615060
 OR75098296|615070
 OR75098298|615063
 OR75098299|615073
 OR75098301|615071
 OR75098302|615069
 OR75098303|615061
 OR75098304|0268223
 OR75098304|POA20141205080136
 OR75098305|615066
 OR75098306|615068
 OR75098309|0512849385134013
 OR75098310|615152
 OR75098317|615236
 OR75098332|615537
 OR75098334|615543
 OR75098335|0268272
 OR75098335|POA20141205115200
 OR75098336|615546
 OR75098337|615545
 OR75098340|615560
 OR75098345|0268270
 OR75098345|POA20141205124457
 OR75098346|615619
 OR75098347|615625
 OR75098348|15836742
 OR75098349|615629
 OR75098350|1116019
 OR75098360|615758
 OR75098362|615832
 OR75098364|4998419
 OR76612065|6974184
 OR76612065|6974238
 OR76612068|6978146
 OR76612068|6978393
 OR76612072|1115995
 OR76612073|1115996
